cpd:C00001	H2O; Water
ko:K00965	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
ko:K00966	GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
ko:K00967	PCYT2; ethanolamine-phosphate cytidylyltransferase [EC:2.7.7.14]
ko:K00968	PCYT1; choline-phosphate cytidylyltransferase [EC:2.7.7.15]
ko:K00969	nadD; nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]
ko:K00970	pcnB; poly(A) polymerase [EC:2.7.7.19]
ko:K00971	manC, cpsB; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
ko:K00972	UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]
ko:K00973	E2.7.7.24, rfbA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]
ko:K00974	cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]
ko:K00975	glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
ko:K00976	FPGT; fucose-1-phosphate guanylyltransferase [EC:2.7.7.30]
ko:K00977	DNTT; DNA nucleotidylexotransferase [EC:2.7.7.31]
ko:K00978	rfbF; glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]
ko:K00979	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]
ko:K00980	tagD; glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]
ko:K00981	E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]
ko:K00982	glnE; [glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]
ko:K00983	neuA; N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]
ko:K00984	aadA; streptomycin 3"-adenylyltransferase [EC:2.7.7.47]
ko:K00986	E2.7.7.49; RNA-directed DNA polymerase [EC:2.7.7.49]
ko:K00987	CEG1; mRNA guanylyltransferase [EC:2.7.7.50]
ko:K00988	APA1_2; ATP adenylyltransferase [EC:2.7.7.53]
ko:K00989	rph; ribonuclease PH [EC:2.7.7.56]
ko:K00990	glnD; [protein-PII] uridylyltransferase [EC:2.7.7.59]
ko:K00991	ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]
ko:K00992	murU; MurNAc alpha-1-phosphate uridylyltransferase [EC:2.7.7.-]
ko:K00993	EPT1; ethanolaminephosphotransferase [EC:2.7.8.1]
ko:K00994	CHPT1, CPT1; diacylglycerol cholinephosphotransferase [EC:2.7.8.2]
ko:K00995	pgsA, PGS1; CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]
ko:K00996	rfbP; undecaprenyl-phosphate galactose phosphotransferase [EC:2.7.8.6]
ko:K00997	acpS; holo-[acyl-carrier protein] synthase [EC:2.7.8.7]
ko:K00998	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
ko:K00999	CDIPT; CDP-diacylglycerol--inositol 3-phosphatidyltransferase [EC:2.7.8.11]
ko:K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]
ko:K01001	ALG7; UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC:2.7.8.15]
ko:K01002	mdoB; phosphoglycerol transferase [EC:2.7.8.20]
ko:K01003	bcpA; oxaloacetate decarboxylase [EC:4.1.1.3]
ko:K01004	pcs; phosphatidylcholine synthase [EC:2.7.8.24]
ko:K01006	ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]
ko:K01007	pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]
ko:K01008	selD, SEPHS; selenide, water dikinase [EC:2.7.9.3]
ko:K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
ko:K01012	bioB; biotin synthase [EC:2.8.1.6]
ko:K01014	SULT1A; aryl sulfotransferase [EC:2.8.2.1]
ko:K01015	SULT2B1; alcohol sulfotransferase [EC:2.8.2.2]
ko:K01016	SULT1E1, STE; estrone sulfotransferase [EC:2.8.2.4]
ko:K01017	CHST11; chondroitin 4-sulfotransferase 11 [EC:2.8.2.5]
ko:K01019	GAL3ST1; galactosylceramide sulfotransferase [EC:2.8.2.11]
ko:K01020	CHST3; chondroitin 6-sulfotransferase 3 [EC:2.8.2.17]
ko:K01021	TPST; protein-tyrosine sulfotransferase [EC:2.8.2.20]
ko:K01022	CHST1; keratan sulfate 6-sulfotransferase 1 [EC:2.8.2.21]
ko:K01023	assT; arylsulfate sulfotransferase [EC:2.8.2.22]
ko:K01024	HS3ST1; [heparan sulfate]-glucosamine 3-sulfotransferase 1 [EC:2.8.2.23]
ko:K01025	SULT1; sulfotransferase [EC:2.8.2.-]
ko:K01026	pct; propionate CoA-transferase [EC:2.8.3.1]
ko:K01027	OXCT; 3-oxoacid CoA-transferase [EC:2.8.3.5]
ko:K01028	E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]
ko:K01029	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]
ko:K01031	pcaI; 3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]
ko:K01032	pcaJ; 3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]
ko:K01034	atoD; acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]
ko:K01035	atoA; acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]
ko:K01039	gctA; glutaconate CoA-transferase, subunit A [EC:2.8.3.12]
ko:K01040	gctB; glutaconate CoA-transferase, subunit B [EC:2.8.3.12]
ko:K01042	selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]
ko:K01044	CES1; carboxylesterase 1 [EC:3.1.1.1]
ko:K01045	PON; arylesterase / paraoxonase [EC:3.1.1.2 3.1.8.1]
ko:K01046	E3.1.1.3; triacylglycerol lipase [EC:3.1.1.3]
ko:K01047	PLA2G, SPLA2; secretory phospholipase A2 [EC:3.1.1.4]
ko:K01048	pldB; lysophospholipase [EC:3.1.1.5]
ko:K01049	ACHE; acetylcholinesterase [EC:3.1.1.7]
ko:K01050	BCHE; cholinesterase [EC:3.1.1.8]
ko:K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]
ko:K01052	LIPA; lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13]
ko:K01053	E3.1.1.17, gnl, RGN; gluconolactonase [EC:3.1.1.17]
ko:K01054	MGLL; acylglycerol lipase [EC:3.1.1.23]
ko:K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
ko:K01056	PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
ko:K01057	PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]
ko:K01058	pldA; phospholipase A1 [EC:3.1.1.32 3.1.1.4]
ko:K01059	LPL; lipoprotein lipase [EC:3.1.1.34]
ko:K01060	cah; cephalosporin-C deacetylase [EC:3.1.1.41]
ko:K01061	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]
ko:K01062	PLA2G7, PAFAH; platelet-activating factor acetylhydrolase [EC:3.1.1.47]
ko:K01063	JHE; juvenile-hormone esterase [EC:3.1.1.59]
ko:K01064	WNT9; wingless-type MMTV integration site family, member 9
ko:K01065	AOAH; acyloxyacyl hydrolase [EC:3.1.1.77]
ko:K01066	aes; acetyl esterase [EC:3.1.1.-]
ko:K01067	E3.1.2.1, ACH1; acetyl-CoA hydrolase [EC:3.1.2.1]
ko:K01068	ACOT1_2_4; acyl-coenzyme A thioesterase 1/2/4 [EC:3.1.2.2]
ko:K01069	E3.1.2.6, gloB; hydroxyacylglutathione hydrolase [EC:3.1.2.6]
ko:K01070	frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]
ko:K01071	MCH; medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21]
ko:K01073	E3.1.2.20; acyl-CoA hydrolase [EC:3.1.2.20]
ko:K01074	PPT; palmitoyl-protein thioesterase [EC:3.1.2.22]
ko:K01075	E3.1.2.23; 4-hydroxybenzoyl-CoA thioesterase [EC:3.1.2.23]
ko:K01077	E3.1.3.1, phoA, phoB; alkaline phosphatase [EC:3.1.3.1]
ko:K01078	PHO; acid phosphatase [EC:3.1.3.2]
ko:K01079	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]
ko:K01080	PLPP1_2_3; phosphatidate phosphatase [EC:3.1.3.4]
ko:K01081	E3.1.3.5; 5'-nucleotidase [EC:3.1.3.5]
ko:K01082	cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]
ko:K01083	E3.1.3.8; 3-phytase [EC:3.1.3.8]
ko:K01084	G6PC; glucose-6-phosphatase [EC:3.1.3.9]
ko:K01085	agp; glucose-1-phosphatase [EC:3.1.3.10]
ko:K01086	fbp-SEBP; fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]
ko:K01087	otsB; trehalose 6-phosphate phosphatase [EC:3.1.3.12]
ko:K01089	hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15]
ko:K01090	E3.1.3.16; protein phosphatase [EC:3.1.3.16]
ko:K01091	gph; phosphoglycolate phosphatase [EC:3.1.3.18]
ko:K01092	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
ko:K01093	appA; 4-phytase / acid phosphatase [EC:3.1.3.26 3.1.3.2]
ko:K01094	GEP4; phosphatidylglycerophosphatase GEP4 [EC:3.1.3.27]
ko:K01095	pgpA; phosphatidylglycerophosphatase A [EC:3.1.3.27]
ko:K01096	pgpB; phosphatidylglycerophosphatase B [EC:3.1.3.27 3.1.3.81 3.1.3.4 3.6.1.27]
ko:K01097	NANP; N-acylneuraminate-9-phosphatase [EC:3.1.3.29]
ko:K01098	CET1; polynucleotide 5'-triphosphatase [EC:3.6.1.-]
ko:K01099	INPP5B_F; inositol polyphosphate 5-phosphatase INPP5B/F [EC:3.1.3.36]
ko:K01100	E3.1.3.37; sedoheptulose-bisphosphatase [EC:3.1.3.37]
ko:K01101	E3.1.3.41; 4-nitrophenyl phosphatase [EC:3.1.3.41]
ko:K01102	PDP; pyruvate dehydrogenase phosphatase [EC:3.1.3.43]
ko:K01103	PFKFB3; 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 3&#160; [EC:2.7.1.105 3.1.3.46]
ko:K01104	E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]
ko:K01106	E3.1.3.56; inositol-1,4,5-trisphosphate 5-phosphatase [EC:3.1.3.56]
ko:K01107	INPP1; inositol polyphosphate 1-phosphatase [EC:3.1.3.57]
ko:K01108	MTM1; myotubularin [EC:3.1.3.64 3.1.3.95]
ko:K01109	INPP4; inositol polyphosphate-4-phosphatase [EC:3.1.3.66]
ko:K01110	PTEN; phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]
ko:K01111	E3.1.3.68; 2-deoxyglucose-6-phosphatase [EC:3.1.3.68]
ko:K01112	PHPT1; phosphohistidine phosphatase [EC:3.9.1.3]
ko:K01113	phoD; alkaline phosphatase D [EC:3.1.3.1]
ko:K01114	plc; phospholipase C [EC:3.1.4.3]
ko:K01115	PLD1_2; phospholipase D1/2 [EC:3.1.4.4]
ko:K01116	PLCG1; phosphatidylinositol phospholipase C, gamma-1 [EC:3.1.4.11]
ko:K01117	E3.1.4.12; sphingomyelin phosphodiesterase [EC:3.1.4.12]
ko:K01118	acpD, azoR; FMN-dependent NADH-azoreductase [EC:1.7.-.-]
ko:K01119	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]
ko:K01120	cpdP; 3',5'-cyclic-nucleotide phosphodiesterase [EC:3.1.4.17]
ko:K01121	CNP; 2',3'-cyclic-nucleotide 3'-phosphodiesterase [EC:3.1.4.37]
ko:K01122	ENPP2; ectonucleotide pyrophosphatase/phosphodiesterase family member 2 [EC:3.1.4.39]
ko:K01123	E3.1.4.41; sphingomyelin phosphodiesterase D [EC:3.1.4.41]
ko:K01124	GDPD2; glycerophosphoinositol inositolphosphodiesterase [EC:3.1.4.43]
ko:K01125	NAGPA; N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [EC:3.1.4.45]
ko:K01126	E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
ko:K01127	E3.1.4.50; glycosylphosphatidylinositol phospholipase D [EC:3.1.4.50]
ko:K01128	SMPDL3; sphingomyelin phosphodiesterase acid-like 3 [EC:3.1.4.-]
ko:K01129	dgt; dGTPase [EC:3.1.5.1]
ko:K01130	E3.1.6.1, aslA; arylsulfatase [EC:3.1.6.1]
ko:K01131	STS; steryl-sulfatase [EC:3.1.6.2]
ko:K01132	GALNS; N-acetylgalactosamine-6-sulfatase [EC:3.1.6.4]
ko:K01133	betC; choline-sulfatase [EC:3.1.6.6]
ko:K01134	ARSA; arylsulfatase A [EC:3.1.6.8]
ko:K01135	ARSB; arylsulfatase B [EC:3.1.6.12]
ko:K01136	IDS; iduronate 2-sulfatase [EC:3.1.6.13]
ko:K01137	GNS; N-acetylglucosamine-6-sulfatase [EC:3.1.6.14]
ko:K01138	K01138; uncharacterized sulfatase [EC:3.1.6.-]
ko:K01139	spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]
ko:K01141	sbcB, exoI; exodeoxyribonuclease I [EC:3.1.11.1]
ko:K01142	E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]
ko:K01143	E3.1.11.3; exodeoxyribonuclease (lambda-induced) [EC:3.1.11.3]
ko:K01144	E3.1.11.5; exodeoxyribonuclease V [EC:3.1.11.5]
ko:K01146	xni; protein Xni
ko:K01147	rnb; exoribonuclease II [EC:3.1.13.1]
ko:K01148	PARN, PNLDC1; poly(A)-specific ribonuclease [EC:3.1.13.4]
ko:K01150	endA; deoxyribonuclease I [EC:3.1.21.1]
ko:K01151	nfo; deoxyribonuclease IV [EC:3.1.21.2]
ko:K01152	isftu1; isfu1 transposase
ko:K01153	hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]
ko:K01154	hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]
ko:K01155	E3.1.21.4; type II restriction enzyme [EC:3.1.21.4]
ko:K01156	res; type III restriction enzyme [EC:3.1.21.5]
ko:K01158	DNASE2; deoxyribonuclease II [EC:3.1.22.1]
ko:K01159	ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]
ko:K01160	rusA; crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]
ko:K01161	E3.1.25.1; deoxyribonuclease (pyrimidine dimer) [EC:3.1.25.1]
ko:K01163	K01163; uncharacterized protein
ko:K01164	POP1; ribonuclease P/MRP protein subunit POP1 [EC:3.1.26.5]
ko:K01165	RNASEL; ribonuclease L
ko:K01166	E3.1.27.1; ribonuclease T2 [EC:3.1.27.1]
ko:K01167	E3.1.27.3; ribonuclease T1 [EC:3.1.27.3]
ko:K01168	RNASE1_2; pancreatic ribonuclease [EC:3.1.27.5]
ko:K01169	rna; ribonuclease I (enterobacter ribonuclease) [EC:3.1.27.6]
ko:K01170	endA; tRNA-intron endonuclease, archaea type [EC:4.6.1.16]
ko:K01171	sar; rRNA endonuclease [EC:3.1.27.10]
ko:K01172	RNASE6_7_8; ribonuclease 6/7/8 [EC:3.1.27.-]
ko:K01173	ENDOG; endonuclease G, mitochondrial
ko:K01174	nuc; micrococcal nuclease [EC:3.1.31.1]
ko:K01175	ybfF; esterase [EC:3.1.-.-]
ko:K01176	AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]
ko:K01177	E3.2.1.2; beta-amylase [EC:3.2.1.2]
ko:K01178	SGA1; glucoamylase [EC:3.2.1.3]
ko:K01179	E3.2.1.4; endoglucanase [EC:3.2.1.4]
ko:K01180	E3.2.1.6; endo-1,3(4)-beta-glucanase [EC:3.2.1.6]
ko:K01181	E3.2.1.8, xynA; endo-1,4-beta-xylanase [EC:3.2.1.8]
ko:K01182	IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]
ko:K01183	E3.2.1.14; chitinase [EC:3.2.1.14]
ko:K01184	E3.2.1.15; polygalacturonase [EC:3.2.1.15]
ko:K01185	E3.2.1.17; lysozyme [EC:3.2.1.17]
ko:K01186	NEU1; sialidase-1 [EC:3.2.1.18]
ko:K01187	malZ; alpha-glucosidase [EC:3.2.1.20]
ko:K01188	E3.2.1.21; beta-glucosidase [EC:3.2.1.21]
ko:K01189	GLA; alpha-galactosidase [EC:3.2.1.22]
ko:K01190	lacZ; beta-galactosidase [EC:3.2.1.23]
ko:K01191	E3.2.1.24; alpha-mannosidase [EC:3.2.1.24]
ko:K01192	E3.2.1.25, MANBA, manB; beta-mannosidase [EC:3.2.1.25]
ko:K01193	INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]
ko:K01194	TREH, treA, treF; alpha,alpha-trehalase [EC:3.2.1.28]
ko:K01195	uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]
ko:K01196	AGL; glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33]
ko:K01197	hya; hyaluronoglucosaminidase [EC:3.2.1.35]
ko:K01198	xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]
ko:K01199	EGLC; glucan endo-1,3-beta-D-glucosidase [EC:3.2.1.39]
ko:K01200	pulA; pullulanase [EC:3.2.1.41]
ko:K01201	GBA, srfJ; glucosylceramidase [EC:3.2.1.45]
ko:K01202	GALC; galactosylceramidase [EC:3.2.1.46]
ko:K01203	SI; sucrase-isomaltase [EC:3.2.1.48 3.2.1.10]
ko:K01204	NAGA; alpha-N-acetylgalactosaminidase [EC:3.2.1.49]
ko:K01205	NAGLU; alpha-N-acetylglucosaminidase [EC:3.2.1.50]
ko:K01206	FUCA; alpha-L-fucosidase [EC:3.2.1.51]
ko:K01207	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]
ko:K01208	cd, ma, nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135]
ko:K01209	abfA; alpha-N-arabinofuranosidase [EC:3.2.1.55]
ko:K01210	E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
ko:K01212	sacC, levB; levanase [EC:3.2.1.65]
ko:K01213	E3.2.1.67; galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]
ko:K01214	ISA, treX; isoamylase [EC:3.2.1.68]
ko:K01215	dexB; glucan 1,6-alpha-glucosidase [EC:3.2.1.70]
ko:K01216	E3.2.1.73; licheninase [EC:3.2.1.73]
ko:K01217	IDUA; L-iduronidase [EC:3.2.1.76]
ko:K01218	gmuG; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]
ko:K01219	E3.2.1.81; beta-agarase [EC:3.2.1.81]
ko:K01220	E3.2.1.85, lacG; 6-phospho-beta-galactosidase [EC:3.2.1.85]
ko:K01222	E3.2.1.86A, celF; 6-phospho-beta-glucosidase [EC:3.2.1.86]
ko:K01223	E3.2.1.86B, bglA; 6-phospho-beta-glucosidase [EC:3.2.1.86]
ko:K01224	E3.2.1.89; arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89]
ko:K01225	CBH1; cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]
ko:K01226	treC; trehalose-6-phosphate hydrolase [EC:3.2.1.93]
ko:K01227	E3.2.1.96; mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [EC:3.2.1.96]
ko:K01228	GCS1; mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]
ko:K01229	LCT; lactase-phlorizin hydrolase [EC:3.2.1.108 3.2.1.62]
ko:K01230	MAN1; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]
ko:K01231	MAN2; alpha-mannosidase II [EC:3.2.1.114]
ko:K01232	glvA; maltose-6'-phosphate glucosidase [EC:3.2.1.122]
ko:K01233	csn; chitosanase [EC:3.2.1.132]
ko:K01235	aguA; alpha-glucuronidase [EC:3.2.1.139]
ko:K01236	treZ, glgZ; maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]
ko:K01237	E3.2.1.147; myrosinase [EC:3.2.1.147]
ko:K01238	SUN; SUN family beta-glucosidase [EC:3.2.1.-]
ko:K01239	iunH; purine nucleosidase [EC:3.2.2.1]
ko:K01240	URH1; uridine nucleosidase [EC:3.2.2.3]
ko:K01241	amn; AMP nucleosidase [EC:3.2.2.4]
ko:K01242	CD38; ADP-ribosyl cyclase 1 [EC:3.2.2.6 2.4.99.20]
ko:K01243	mtnN, mtn, pfs; adenosylhomocysteine nucleosidase [EC:3.2.2.9]
ko:K01244	MTN; 5'-methylthioadenosine nucleosidase [EC:3.2.2.16]
ko:K01245	ADPRH; ADP-ribosylarginine hydrolase [EC:3.2.2.19]
ko:K01246	tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]
ko:K01247	alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
ko:K01250	rihA; pyrimidine-specific ribonucleoside hydrolase [EC:3.2.-.-]
ko:K01251	E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]
ko:K01252	entB, dhbB, vibB, mxcF; bifunctional isochorismate lyase / aryl carrier protein [EC:3.3.2.1 6.3.2.14]
ko:K01253	EPHX1; microsomal epoxide hydrolase [EC:3.3.2.9]
ko:K01254	LTA4H; leukotriene-A4 hydrolase [EC:3.3.2.6]
ko:K01255	CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]
ko:K01256	pepN; aminopeptidase N [EC:3.4.11.2]
ko:K01257	LNPEP; cystinyl aminopeptidase [EC:3.4.11.3]
ko:K01258	pepT; tripeptide aminopeptidase [EC:3.4.11.4]
ko:K01259	pip; proline iminopeptidase [EC:3.4.11.5]
ko:K01260	RNPEP; aminopeptidase B [EC:3.4.11.6]
ko:K01261	pepA; glutamyl aminopeptidase [EC:3.4.11.7]
ko:K01262	pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]
ko:K01263	E3.4.11.14; cytosol alanyl aminopeptidase [EC:3.4.11.14]
ko:K01264	APE3; aminopeptidase Y [EC:3.4.11.15]
ko:K01265	map; methionyl aminopeptidase [EC:3.4.11.18]
ko:K01266	dmpA, dap; D-aminopeptidase [EC:3.4.11.19]
ko:K01267	DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]
ko:K01268	LAP4; aminopeptidase I [EC:3.4.11.22]
ko:K01269	E3.4.11.-; aminopeptidase [EC:3.4.11.-]
ko:K01270	pepD; dipeptidase D [EC:3.4.13.-]
ko:K01271	pepQ; Xaa-Pro dipeptidase [EC:3.4.13.9]
ko:K01273	DPEP; membrane dipeptidase [EC:3.4.13.19]
ko:K01274	E3.4.13.-; D-alanyl-D-alanine dipeptidase [EC:3.4.13.-]
ko:K01275	CTSC; cathepsin C [EC:3.4.14.1]
ko:K01276	DPP7; dipeptidyl-peptidase II [EC:3.4.14.2]
ko:K01277	DPP3; dipeptidyl-peptidase III [EC:3.4.14.4]
ko:K01278	DPP4, CD26; dipeptidyl-peptidase 4 [EC:3.4.14.5]
ko:K01279	TPP1, CLN2; tripeptidyl-peptidase I [EC:3.4.14.9]
ko:K01280	TPP2; tripeptidyl-peptidase II [EC:3.4.14.10]
ko:K01281	pepX; X-Pro dipeptidyl-peptidase [EC:3.4.14.11]
ko:K01282	E3.4.14.-; dipeptidyl aminopeptidase [EC:3.4.14.-]
ko:K01283	ACE, CD143; peptidyl-dipeptidase A [EC:3.4.15.1]
ko:K01284	dcp; peptidyl-dipeptidase Dcp [EC:3.4.15.5]
ko:K01285	PRCP; lysosomal Pro-X carboxypeptidase [EC:3.4.16.2]
ko:K01286	E3.4.16.4; D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]
ko:K01288	KEX1; carboxypeptidase D [EC:3.4.16.6]
ko:K01290	CPAN; carboxypeptidase A, invertebrate [EC:3.4.17.-]
ko:K01291	CPB1; carboxypeptidase B [EC:3.4.17.2]
ko:K01292	CPN1; carboxypeptidase N catalytic subunit [EC:3.4.17.3]
ko:K01293	E3.4.17.4; Gly-Xaa carboxypeptidase [EC:3.4.17.4]
ko:K01294	CPE; carboxypeptidase E [EC:3.4.17.10]
ko:K01295	cpg; glutamate carboxypeptidase [EC:3.4.17.11]
ko:K01296	CPM; carboxypeptidase M [EC:3.4.17.12]
ko:K01297	ldcA; muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]
ko:K01298	CPA2; carboxypeptidase A2 [EC:3.4.17.15]
ko:K01299	E3.4.17.19; carboxypeptidase Taq [EC:3.4.17.19]
ko:K01300	CPB2; carboxypeptidase B2 [EC:3.4.17.20]
ko:K01301	NAALAD; N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21]
ko:K01302	CPQ; carboxypeptidase Q [EC:3.4.17.-]
ko:K01303	APEH; acylaminoacyl-peptidase [EC:3.4.19.1]
ko:K01304	pcp; pyroglutamyl-peptidase [EC:3.4.19.3]
ko:K01305	iadA; beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]
ko:K01306	TRHDE; pyroglutamyl-peptidase II [EC:3.4.19.6]
ko:K01307	GGH; gamma-glutamyl hydrolase [EC:3.4.19.9]
ko:K01308	yqgT; g-D-glutamyl-meso-diaminopimelate peptidase [EC:3.4.19.11]
ko:K01310	CTRB; chymotrypsin [EC:3.4.21.1]
ko:K01311	CTRC; chymotrypsin C [EC:3.4.21.2]
ko:K01312	PRSS1_2_3; trypsin [EC:3.4.21.4]
ko:K01313	F2; coagulation factor II (thrombin) [EC:3.4.21.5]
ko:K01314	F10; coagulation factor X [EC:3.4.21.6]
ko:K01315	PLG; plasminogen [EC:3.4.21.7]
ko:K01316	TMPRSS15, PRSS7; enterokinase [EC:3.4.21.9]
ko:K01317	ACR; acrosin [EC:3.4.21.10]
ko:K01318	sspA; glutamyl endopeptidase [EC:3.4.21.19]
ko:K01319	CTSG; cathepsin G [EC:3.4.21.20]
ko:K01320	F7; coagulation factor VII [EC:3.4.21.21]
ko:K01321	F9; coagulation factor IX (Christmas factor) [EC:3.4.21.22]
ko:K01322	PREP; prolyl oligopeptidase [EC:3.4.21.26]
ko:K01323	F11; coagulation factor XI [EC:3.4.21.27]
ko:K01324	KLKB1; plasma kallikrein [EC:3.4.21.34]
ko:K01325	KLK1_2; tissue kallikrein [EC:3.4.21.35]
ko:K01326	CELA1; pancreatic elastase I [EC:3.4.21.36]
ko:K01327	ELANE; leukocyte elastase [EC:3.4.21.37]
ko:K01328	F12; coagulation factor XII (Hageman factor) [EC:3.4.21.38]
ko:K01329	CMA1; chymase [EC:3.4.21.39]
ko:K01330	C1R; complement component 1, r subcomponent [EC:3.4.21.41]
ko:K01331	C1S; complement component 1, s subcomponent [EC:3.4.21.42]
ko:K01332	C2; complement component 2 [EC:3.4.21.43]
ko:K01333	CFI; complement factor I [EC:3.4.21.45]
ko:K01334	CFD; component factor D [EC:3.4.21.46]
